;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
83;Understanding the limits of risk instruments in an era of climate change: An exploration of the institutional geographies of climate services in Europe;RDF50;Social sciences;0.2629434466362;RDF20-21;Engineering and technology;0.250570386648178;RDF10;Natural sciences;0.197792425751686;RDF40;Agricultural and veterinary sciences;0.105003997683525;RDF60;Humanities and the arts;0.0968697369098663;RDF30;Medical, health and life sciences;0.0868199914693832
84;Ultra-trace laboratory for legacy and emerging contaminants;RDF20-21;Engineering and technology;0.26679265499115;RDF30;Medical, health and life sciences;0.191128104925156;RDF10;Natural sciences;0.173731237649918;RDF50;Social sciences;0.150838479399681;RDF40;Agricultural and veterinary sciences;0.129108533263206;RDF60;Humanities and the arts;0.0884008705615997
85;Crime sans châtiment : compétences et réussite criminelle;RDF50;Social sciences;0.266795456409454;RDF20-21;Engineering and technology;0.194550439715385;RDF10;Natural sciences;0.16786339879036;RDF60;Humanities and the arts;0.135751277208328;RDF30;Medical, health and life sciences;0.117952786386013;RDF40;Agricultural and veterinary sciences;0.117086671292782
86;Coconstruire un modèle théorique de l'objection de conscience : approfondir sa compréhension afin de mieux l'intégrer à la formation et la pratique infirmière;RDF20-21;Engineering and technology;0.266925662755966;RDF30;Medical, health and life sciences;0.264795958995819;RDF60;Humanities and the arts;0.211802616715431;RDF50;Social sciences;0.103166654706001;RDF40;Agricultural and veterinary sciences;0.0956890806555748;RDF10;Natural sciences;0.0576199926435947
87;Analysis of Extreme Values;RDF30;Medical, health and life sciences;0.268785238265991;RDF50;Social sciences;0.246719270944595;RDF10;Natural sciences;0.187198400497437;RDF40;Agricultural and veterinary sciences;0.131142437458038;RDF20-21;Engineering and technology;0.0921269878745079;RDF60;Humanities and the arts;0.0740276351571083
88;De villes adaptées à la vieillesse aux territoires inclusifs et exempts d'âgisme : vers un changement de perspective sur l'aménagement urbain des municipalités favorisant le vieillissement ?;RDF20-21;Engineering and technology;0.269065797328949;RDF50;Social sciences;0.185158878564835;RDF40;Agricultural and veterinary sciences;0.141462743282318;RDF60;Humanities and the arts;0.141198635101318;RDF30;Medical, health and life sciences;0.141160368919373;RDF10;Natural sciences;0.121953561902046
89;Multimethod UX triangulated approach for multiuser interface evaluation;RDF20-21;Engineering and technology;0.269188851118088;RDF30;Medical, health and life sciences;0.20440998673439;RDF60;Humanities and the arts;0.149334356188774;RDF50;Social sciences;0.146878808736801;RDF40;Agricultural and veterinary sciences;0.117887444794178;RDF10;Natural sciences;0.112300574779511
90;Central control of energy homeostasis by neuronal adipose triglyceride lipase;RDF30;Medical, health and life sciences;0.269270151853561;RDF10;Natural sciences;0.229129239916801;RDF20-21;Engineering and technology;0.22419510781765;RDF50;Social sciences;0.131928160786629;RDF60;Humanities and the arts;0.0781959071755409;RDF40;Agricultural and veterinary sciences;0.0672814175486565
91;Rencontres « droits et résistances numériques en contexte francophone »;RDF60;Humanities and the arts;0.269289135932922;RDF20-21;Engineering and technology;0.203546062111855;RDF30;Medical, health and life sciences;0.154516309499741;RDF50;Social sciences;0.133954033255577;RDF10;Natural sciences;0.128793716430664;RDF40;Agricultural and veterinary sciences;0.109900690615177
92;Les trajectoires professionnelles des policiers du Québec : phase 2;RDF50;Social sciences;0.269351780414581;RDF10;Natural sciences;0.20013216137886;RDF40;Agricultural and veterinary sciences;0.145105391740799;RDF20-21;Engineering and technology;0.143140479922295;RDF60;Humanities and the arts;0.12997530400753;RDF30;Medical, health and life sciences;0.112294889986515
93;Longitudinal monitoring of visual function during cortical impairment in mice;RDF30;Medical, health and life sciences;0.269861191511154;RDF20-21;Engineering and technology;0.214004397392273;RDF10;Natural sciences;0.213051989674568;RDF50;Social sciences;0.132452890276909;RDF60;Humanities and the arts;0.0998986586928368;RDF40;Agricultural and veterinary sciences;0.0707308799028397
94;La cyberviolence dans les relations amoureuses des jeunes : identifier les facteurs de risque et de protection ainsi que leurs impacts différenciés selon le genre;RDF60;Humanities and the arts;0.270555794239044;RDF40;Agricultural and veterinary sciences;0.206493064761162;RDF50;Social sciences;0.161914899945259;RDF20-21;Engineering and technology;0.160151094198227;RDF30;Medical, health and life sciences;0.125862374901772;RDF10;Natural sciences;0.0750227868556976
95;Integrating impacts from marine plastics in Life Cycle Assessment;RDF10;Natural sciences;0.27091059088707;RDF50;Social sciences;0.223029732704163;RDF30;Medical, health and life sciences;0.143725201487541;RDF20-21;Engineering and technology;0.138532370328903;RDF60;Humanities and the arts;0.117721579968929;RDF40;Agricultural and veterinary sciences;0.106080621480942
96;Fiscal Policy Spillovers and Inter-Sectoral Linkages: Theory and Evidence;RDF50;Social sciences;0.271221309900284;RDF60;Humanities and the arts;0.180605918169022;RDF30;Medical, health and life sciences;0.15322133898735;RDF10;Natural sciences;0.136493012309074;RDF40;Agricultural and veterinary sciences;0.130815893411636;RDF20-21;Engineering and technology;0.127642527222633
97;Brain-body interactions during bipedalism;RDF30;Medical, health and life sciences;0.271321088075638;RDF20-21;Engineering and technology;0.181426167488098;RDF10;Natural sciences;0.179417952895165;RDF50;Social sciences;0.153733655810356;RDF60;Humanities and the arts;0.129147171974182;RDF40;Agricultural and veterinary sciences;0.0849539265036583
98;Participatory Democracy and the Canadian Genetic Non-Discrimination Act;RDF20-21;Engineering and technology;0.271554231643677;RDF30;Medical, health and life sciences;0.243579417467117;RDF50;Social sciences;0.184250205755234;RDF60;Humanities and the arts;0.111071459949017;RDF10;Natural sciences;0.103683970868588;RDF40;Agricultural and veterinary sciences;0.0858606696128845
99;Les théories inédites de la foi des penseurs dominicains des années 1250-1350;RDF60;Humanities and the arts;0.271636664867401;RDF50;Social sciences;0.230233564972878;RDF10;Natural sciences;0.182985201478004;RDF30;Medical, health and life sciences;0.129062563180923;RDF40;Agricultural and veterinary sciences;0.096441775560379;RDF20-21;Engineering and technology;0.0896402671933174
100;Mechanisms and consequences of spatially controlled G protein-coupled receptor signaling;RDF10;Natural sciences;0.272148817777634;RDF30;Medical, health and life sciences;0.202350407838821;RDF20-21;Engineering and technology;0.190093398094177;RDF50;Social sciences;0.156166419386864;RDF60;Humanities and the arts;0.0919495895504952;RDF40;Agricultural and veterinary sciences;0.0872913748025894
101;Supply Chain Analytics under Disruptive Uncertainty;RDF20-21;Engineering and technology;0.273142606019974;RDF30;Medical, health and life sciences;0.237249761819839;RDF40;Agricultural and veterinary sciences;0.150904163718224;RDF50;Social sciences;0.131399840116501;RDF10;Natural sciences;0.119142211973667;RDF60;Humanities and the arts;0.0881613492965698
102;Conférence internationale et publication « Logement : crises partout, justice nulle part ! ». Coconstruire et mutualiser les savoirs;RDF60;Humanities and the arts;0.273265719413757;RDF50;Social sciences;0.191198095679283;RDF30;Medical, health and life sciences;0.181723847985268;RDF10;Natural sciences;0.138329371809959;RDF20-21;Engineering and technology;0.12638221681118;RDF40;Agricultural and veterinary sciences;0.0891007781028748
103;From birth to adulthood: The role of age of cannabis use onset in the individual and environmental developmental pathways leading to substance use problems;RDF50;Social sciences;0.273377954959869;RDF30;Medical, health and life sciences;0.26532655954361;RDF10;Natural sciences;0.207865327596664;RDF60;Humanities and the arts;0.0994432047009468;RDF20-21;Engineering and technology;0.0771549269556999;RDF40;Agricultural and veterinary sciences;0.0768320262432098
104;Moving towards culturally safe services for Indigenous people in forensic mental health: A Partnership Development Programme;RDF50;Social sciences;0.27418115735054;RDF30;Medical, health and life sciences;0.235466748476028;RDF10;Natural sciences;0.157143980264664;RDF60;Humanities and the arts;0.138907700777054;RDF20-21;Engineering and technology;0.112583182752132;RDF40;Agricultural and veterinary sciences;0.0817172229290009
105;Mon genou pourrait aller mieux;RDF60;Humanities and the arts;0.27428013086319;RDF10;Natural sciences;0.257431030273438;RDF30;Medical, health and life sciences;0.179201796650887;RDF20-21;Engineering and technology;0.131814479827881;RDF50;Social sciences;0.0892099365592003;RDF40;Agricultural and veterinary sciences;0.0680625736713409
106;Control of collective dynamics via mean field and and inverse mean field game theory;RDF50;Social sciences;0.274477124214172;RDF10;Natural sciences;0.260426074266434;RDF30;Medical, health and life sciences;0.149322256445885;RDF40;Agricultural and veterinary sciences;0.11459943652153;RDF60;Humanities and the arts;0.104261912405491;RDF20-21;Engineering and technology;0.0969131588935852
107;The Paperology Symposium;RDF60;Humanities and the arts;0.274500608444214;RDF10;Natural sciences;0.184545889496803;RDF20-21;Engineering and technology;0.175744652748108;RDF30;Medical, health and life sciences;0.135682538151741;RDF50;Social sciences;0.12364661693573;RDF40;Agricultural and veterinary sciences;0.10587964206934
108;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform;RDF20-21;Engineering and technology;0.274649500846863;RDF30;Medical, health and life sciences;0.186882272362709;RDF60;Humanities and the arts;0.150468811392784;RDF10;Natural sciences;0.143706634640694;RDF50;Social sciences;0.135121151804924;RDF40;Agricultural and veterinary sciences;0.109171681106091
109;Interactions between cortical stimulation and prefrontal population dynamics;RDF50;Social sciences;0.27492219209671;RDF30;Medical, health and life sciences;0.249315902590752;RDF10;Natural sciences;0.187001511454582;RDF20-21;Engineering and technology;0.106294207274914;RDF60;Humanities and the arts;0.0945614203810692;RDF40;Agricultural and veterinary sciences;0.0879048556089401
110;Contribuer au développement d'écoles plus justes et inclusives du personnel scolaire de groupes racisés : quels cadres de référence éthique pour les directions d'établissement d'enseignement?;RDF20-21;Engineering and technology;0.275031507015228;RDF60;Humanities and the arts;0.232340887188911;RDF30;Medical, health and life sciences;0.144616797566414;RDF50;Social sciences;0.137644857168198;RDF40;Agricultural and veterinary sciences;0.113258503377438;RDF10;Natural sciences;0.0971074029803276
111;Applications of machine learning in finance and economics;RDF20-21;Engineering and technology;0.27643421292305;RDF10;Natural sciences;0.184672743082047;RDF50;Social sciences;0.182821393013001;RDF60;Humanities and the arts;0.124354466795921;RDF40;Agricultural and veterinary sciences;0.121797442436218;RDF30;Medical, health and life sciences;0.109919786453247
112;La médiatisation de l'opinion publique au Canada;RDF30;Medical, health and life sciences;0.27675199508667;RDF60;Humanities and the arts;0.205310687422752;RDF50;Social sciences;0.202624425292015;RDF20-21;Engineering and technology;0.126699700951576;RDF10;Natural sciences;0.109301581978798;RDF40;Agricultural and veterinary sciences;0.0793116092681885
113;Alliance de recherche et d'action Alternatives inclusives en Santé mentale;RDF20-21;Engineering and technology;0.276988238096237;RDF50;Social sciences;0.250940978527069;RDF60;Humanities and the arts;0.211225777864456;RDF30;Medical, health and life sciences;0.160058215260506;RDF40;Agricultural and veterinary sciences;0.0620118342339993;RDF10;Natural sciences;0.0387749373912811
114;Role of neuron-glia interactions in sensori-motor integration in mastication;RDF30;Medical, health and life sciences;0.277423888444901;RDF10;Natural sciences;0.256839692592621;RDF40;Agricultural and veterinary sciences;0.233136221766472;RDF50;Social sciences;0.0894462019205093;RDF20-21;Engineering and technology;0.0827526748180389;RDF60;Humanities and the arts;0.0604014098644257
115;The just organization;RDF30;Medical, health and life sciences;0.27888348698616;RDF10;Natural sciences;0.16680845618248;RDF50;Social sciences;0.151280581951141;RDF60;Humanities and the arts;0.151054680347443;RDF40;Agricultural and veterinary sciences;0.144106447696686;RDF20-21;Engineering and technology;0.107866384088993
116;The development of a quality benchmark that identifies and addresses the determinants of online information reliability to inform information-seeking by a diverse population;RDF20-21;Engineering and technology;0.279223710298538;RDF50;Social sciences;0.226297214627266;RDF30;Medical, health and life sciences;0.185014620423317;RDF10;Natural sciences;0.115938320755959;RDF60;Humanities and the arts;0.114155404269695;RDF40;Agricultural and veterinary sciences;0.0793707743287087
