P0973;;;The MYC/MIZ-1 complex in germinal center B cells and B cell lymphomagenesis
P0974;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Nouvelle méthodologie prenant en compte les hydrogrammes probabilistes de rupture de barrages par temps sec pour déterminer les vraies zones à risque tenant compte du recul des berges et de l'érosion fluviale
P0975;;;Interpretable Decision Processes in Data-Driven Supply Chains
P0976;Diabetes, Obesity, Lipid & Lipoprotein Disorders;Diabète, obésité, troubles lipidiques et lipoprotéiques;Central control of energy homeostasis by neuronal adipose triglyceride lipase
P0977;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Les cybryontes et l'anthropocène: Des conditions de possibilité de nouvelles symbioses
P0978;;;L'Insécurité au Sahel et ses Effets sur l'Accès des Services de Santé (ISEASS)
P0979;Materials and Chemical Engineering;Génie chimique et des matériaux;Advanced reagent delivery systems for microfluidics
P0980;Computer Science;Sciences informatiques;Generative models for 3D textures
P0981;Evolution and Ecology;Évolution et écologie;The many paths to ecological network inference: reconciling machine learning, empirical data, and ecological knowledge
P0982;Social & Developmental Aspects of Children's & Youth's Health;Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent;Social environment and functioning of adolescents born pre-term
P0983;Education and social work;Éducation et travail social;Beyond socioeconomic disadvantages: Deepening our understanding of structural inequalities in disparate child protection involvement
P0984;;;Uncovering tumor specific antigens and vulnerabilities in ETP-acute lymphoblastic leukemia
P0985;;;Démystifier les mathématiques
P0986;Behavioural Sciences – Neurobiological Basis of Behavioural Processes;Sciences comportementales - Fondements neurologiques des processus comportementaux;Defining interrelationships between brain region-specific structural plasticity and sleep electrophysiology via the integration of sex and learning
P0987;Education and social work;Éducation et travail social;Becoming an adult in changing times: Struggles and resilience among youth who entered adulthood without a high school diploma
P0988;Business, management and related fields;Affaires, gestion et domaines connexes;The just organization
P0989;Mechanical Engineering;Génie mécanique;Exploring the use of temporal cues for the optimization of speech processing, perception, and comprehension
P0990;Subatomic Physics;Physique subatomique;PICO Search for Dark Matter with Bubble Chambers
P0991;Political science and public administration;Science politique et administration publique;Is quantitative research in political science credible?
P0992;;;The hardening of soft information in financial markets
P0993;Genes, Cells and Molecules;Gènes, cellules et molécules;From micro- to macro-reentries in discrete multiscale mathematical models of atrial tissue
P0994;;;Mapping scientific consensus in the age of misinformation
P0995;Biological Systems and Functions;Systèmes et fonctions biologiques;The role of RGS9 in pancreatic islet function
P0996;Psychology;Psychologie;La diversité dans les équipes de travail: le rôle des perceptions des membres
P0997;Biological Systems and Functions;Systèmes et fonctions biologiques;Real-time Control of Decoded Brain Activity Using Artificial Neural Networks
P0998;;;Conférence internationale et publication « Logement : crises partout, justice nulle part ! ». Coconstruire et mutualiser les savoirs
P0999;;;Verdir les chantiers de construction par l'adoption des comportements écoresponsables : une étude de cas du secteur non résidentiel
P1000;;;Highly Entangled Quantum Matter
P1001;;;Usinage intelligent des composants d'aéronefs de haute précision (UICAP)
P1002;;;Socialness in the Digital Economy: Supporting Meaningful Work through Enterprise Social Media
P1003;;;Proactive prescription-based fluid management vs usual care in critically ill patients on Kidney Replacement Therapy
P1004;Pharmaceutical Sciences;Sciences pharmaceutiques;Safe and selective anti-parasite therapy targeting ribosome and glycosome function
P1005;Materials and Chemical Engineering;Génie chimique et des matériaux;Rational Integration of Molecular and surface interactions for lubricating, adhesive and high penetration soft materials
P1006;;;Comprendre les antécédents et les conséquences d'une gestion algorithmique transparente, juste et habilitante
P1007;Public, Community & Population Health;Santé publique, santé communautaire et santé des populations;Sustainable Healthy Cities: The Interplay between Urban Interventions, Gentrification, and Population Health
P1008;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Regards croisés sur les conditions de travail, les politiques publiques et la résistance: récits de vie de travailleurs et travailleuses pauvres au Canada, en Inde et au Brésil
P1009;;;Examining the effectiveness of AI-powered health technology to improve self management of mental health and reduce inequities in mental health care
P1010;Physics;Physique;Probing the Particle Nature of Dark Matter with Strong Gravitational Lensing
P1011;;;Large reductions in arterial CARbon dioxide and development of acute Brain Injury in invasively mechanically ventilated patients with acute respiratory failure (CARBI)
P1012;Genes, Cells and Molecules;Gènes, cellules et molécules;Investigating Intercommunications of Glioblastoma with Brain Microenvironment using 3D Organoid
P1013;Computer Science;Sciences informatiques;Autonomous Deep Learning for AI
P1014;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Supply Chain Analytics under Disruptive Uncertainty
P1015;;;Concevoir et développer des outils d'appréciation et de réduction des risques physiques au travail liés aux équipements
P1016;Chemistry;Chimie;Reaction Mechanisms and Methodology for the Design and Synthesis of Bioactive Agents
P1017;Mathematics and Statistics;Mathématiques et statistique;Algebraic methods for lattice models of statistical physics
P1018;;;Optimisation et développement de technologies de déphosphatation des eaux usées
P1019;;;The Eastern Canada Preparedness Hub - ECaPH
P1020;Electrical and Computer Engineering;Génie électrique et de l'informatique;On chip optical microresonators for light emission, manipulation & sensing
P1021;;;Kushpitau ! (montons en territoire)
P1022;Electrical and Computer Engineering;Génie électrique et de l'informatique;"Hardware support for reliable networking; from protocols to accelerators"
P1023;Fine arts, research-creation;Beaux-arts, recherche-création;Documentary Activism by Migrant Filmmakers from Cuba and Venezuela (2013-2023)
P1024;;;Investigating the role of notochord defects in the etiopathogenesis of congenital scoliosis
