"Social & Developmental Aspects of Children's & Youth's Health";"Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent";"Social environment and functioning of adolescents born pre-term"
"Education and social work";"Éducation et travail social";"Beyond socioeconomic disadvantages: Deepening our understanding of structural inequalities in disparate child protection involvement"
;;"Uncovering tumor specific antigens and vulnerabilities in ETP-acute lymphoblastic leukemia"
;;"Démystifier les mathématiques"
"Behavioural Sciences – Neurobiological Basis of Behavioural Processes";"Sciences comportementales - Fondements neurologiques des processus comportementaux";"Defining interrelationships between brain region-specific structural plasticity and sleep electrophysiology via the integration of sex and learning"
"Education and social work";"Éducation et travail social";"Becoming an adult in changing times: Struggles and resilience among youth who entered adulthood without a high school diploma"
"Business, management and related fields";"Affaires, gestion et domaines connexes";"The just organization"
"Mechanical Engineering";"Génie mécanique";"Exploring the use of temporal cues for the optimization of speech processing, perception, and comprehension"
"Subatomic Physics";"Physique subatomique";"PICO Search for Dark Matter with Bubble Chambers"
"Political science and public administration";"Science politique et administration publique";"Is quantitative research in political science credible?"
;;"The hardening of soft information in financial markets"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"From micro- to macro-reentries in discrete multiscale mathematical models of atrial tissue"
;;"Mapping scientific consensus in the age of misinformation"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"The role of RGS9 in pancreatic islet function"
"Psychology";"Psychologie";"La diversité dans les équipes de travail: le rôle des perceptions des membres"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Real-time Control of Decoded Brain Activity Using Artificial Neural Networks"
;;"Conférence internationale et publication « Logement : crises partout, justice nulle part ! ». Coconstruire et mutualiser les savoirs"
;;"Verdir les chantiers de construction par l'adoption des comportements écoresponsables : une étude de cas du secteur non résidentiel"
;;"Highly Entangled Quantum Matter"
;;"Usinage intelligent des composants d'aéronefs de haute précision (UICAP)"
;;"Socialness in the Digital Economy: Supporting Meaningful Work through Enterprise Social Media"
;;"Proactive prescription-based fluid management vs usual care in critically ill patients on Kidney Replacement Therapy"
"Pharmaceutical Sciences";"Sciences pharmaceutiques";"Safe and selective anti-parasite therapy targeting ribosome and glycosome function"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Rational Integration of Molecular and surface interactions for lubricating, adhesive and high penetration soft materials"
;;"Comprendre les antécédents et les conséquences d'une gestion algorithmique transparente, juste et habilitante"
"Public, Community & Population Health";"Santé publique, santé communautaire et santé des populations";"Sustainable Healthy Cities: The Interplay between Urban Interventions, Gentrification, and Population Health"
"Sociology, demography and related fields";"Sociologie, démographie et domaines connexes";"Regards croisés sur les conditions de travail, les politiques publiques et la résistance: récits de vie de travailleurs et travailleuses pauvres au Canada, en Inde et au Brésil"
;;"Examining the effectiveness of AI-powered health technology to improve self management of mental health and reduce inequities in mental health care"
"Physics";"Physique";"Probing the Particle Nature of Dark Matter with Strong Gravitational Lensing"
;;"Large reductions in arterial CARbon dioxide and development of acute Brain Injury in invasively mechanically ventilated patients with acute respiratory failure (CARBI)"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Investigating Intercommunications of Glioblastoma with Brain Microenvironment using 3D Organoid"
"Computer Science";"Sciences informatiques";"Autonomous Deep Learning for AI"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Supply Chain Analytics under Disruptive Uncertainty"
;;"Concevoir et développer des outils d'appréciation et de réduction des risques physiques au travail liés aux équipements"
"Chemistry";"Chimie";"Reaction Mechanisms and Methodology for the Design and Synthesis of Bioactive Agents"
"Mathematics and Statistics";"Mathématiques et statistique";"Algebraic methods for lattice models of statistical physics"
;;"Optimisation et développement de technologies de déphosphatation des eaux usées"
;;"The Eastern Canada Preparedness Hub - ECaPH"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"On chip optical microresonators for light emission, manipulation & sensing"
;;"Kushpitau ! (montons en territoire)"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Hardware support for reliable networking; from protocols to accelerators"
"Fine arts, research-creation";"Beaux-arts, recherche-création";"Documentary Activism by Migrant Filmmakers from Cuba and Venezuela (2013-2023)"
;;"Investigating the role of notochord defects in the etiopathogenesis of congenital scoliosis"
